Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.000000,2.273438,2.257813,2.265625,0.394516,92800
1973-02-22,0.000000,2.304688,2.265625,2.296875,0.399958,35200
1973-02-23,0.000000,2.328125,2.281250,2.328125,0.405399,92800
1973-02-26,0.000000,2.390625,2.320313,2.320313,0.404039,284800
1973-02-27,0.000000,2.351563,2.312500,2.343750,0.408120,280000
1973-02-28,0.000000,2.375000,2.328125,2.375000,0.413562,113600
1973-03-01,0.000000,2.390625,2.375000,2.390625,0.416282,144000
1973-03-02,0.000000,2.398438,2.367188,2.390625,0.416282,124800
1973-03-05,0.000000,2.414063,2.390625,2.398438,0.417643,129600
1973-03-06,0.000000,2.429688,2.398438,2.414063,0.420364,132800
1973-03-07,0.000000,2.445313,2.421875,2.437500,0.424445,169600
1973-03-08,0.000000,2.429688,2.421875,2.421875,0.421724,92800
1973-03-09,0.000000,2.437500,2.414063,2.414063,0.420364,211200
1973-03-12,0.000000,2.437500,2.414063,2.421875,0.421724,89600
1973-03-13,0.000000,2.492188,2.437500,2.492188,0.433968,176000
1973-03-14,0.000000,2.500000,2.437500,2.437500,0.424445,176000
1973-03-15,0.000000,2.445313,2.390625,2.390625,0.416282,115200
1973-03-16,0.000000,2.390625,2.281250,2.296875,0.399958,438400
1973-03-19,0.000000,2.281250,2.250000,2.273438,0.395877,312000
1973-03-20,0.000000,2.289063,2.257813,2.281250,0.397237,870400
1973-03-21,0.000000,2.281250,2.257813,2.257813,0.393156,270400
1973-03-22,0.000000,2.250000,2.226563,2.234375,0.389074,158400
1973-03-23,0.000000,2.234375,2.195313,2.210938,0.384993,761600
1973-03-26,0.000000,2.187500,2.132813,2.148438,0.374110,257600
1973-03-27,0.000000,2.187500,2.125000,2.187500,0.380912,273600
1973-03-28,0.000000,2.234375,2.156250,2.156250,0.375470,473600
1973-03-29,0.000000,2.156250,2.101563,2.148438,0.374110,108800
1973-03-30,0.000000,2.148438,2.132813,2.132813,0.371389,75200
1973-04-02,0.000000,2.140625,2.078125,2.117188,0.368668,166400
1973-04-03,0.000000,2.125000,2.078125,2.078125,0.361866,126400
1973-04-04,0.000000,2.218750,2.078125,2.187500,0.380912,750400
1973-04-05,0.000000,2.210938,2.164063,2.187500,0.380912,150400
1973-04-06,0.000000,2.218750,2.187500,2.203125,0.383633,145600
1973-04-09,0.000000,2.218750,2.187500,2.203125,0.383633,99200
1973-04-10,0.000000,2.304688,2.203125,2.304688,0.401318,200000
1973-04-11,0.000000,2.359375,2.312500,2.351563,0.409480,409600
1973-04-12,0.000000,2.398438,2.359375,2.359375,0.410840,305600
1973-04-13,0.000000,2.375000,2.343750,2.343750,0.408120,140800
1973-04-16,0.000000,2.421875,2.343750,2.421875,0.421724,78400
1973-04-17,0.000000,2.421875,2.375000,2.375000,0.413562,270400
1973-04-18,0.000000,2.406250,2.375000,2.406250,0.419003,945600
1973-04-19,0.000000,2.437500,2.398438,2.406250,0.419003,176000
1973-04-23,0.000000,2.429688,2.406250,2.406250,0.419003,545600
1973-04-24,0.000000,2.421875,2.382813,2.382813,0.414922,592000
1973-04-25,0.000000,2.382813,2.367188,2.367188,0.412201,72000
1973-04-26,0.000000,2.382813,2.343750,2.343750,0.408120,1670400
1973-04-27,0.000000,2.375000,2.351563,2.375000,0.413562,371200
1973-04-30,0.000000,2.406250,2.375000,2.390625,0.416282,105600
1973-05-01,0.000000,2.406250,2.359375,2.359375,0.410840,489600
1973-05-02,0.000000,2.414063,2.359375,2.375000,0.413562,300800
1973-05-03,0.000000,2.429688,2.390625,2.414063,0.420364,243200
1973-05-04,0.000000,2.460938,2.429688,2.429688,0.423084,363200
1973-05-07,0.000000,2.437500,2.390625,2.390625,0.416282,1014400
1973-05-08,0.000000,2.429688,2.406250,2.414063,0.420364,121600
1973-05-09,0.000000,2.453125,2.421875,2.421875,0.421724,308800
1973-05-10,0.000000,2.453125,2.414063,2.437500,0.424445,67200
1973-05-11,0.000000,2.429688,2.398438,2.414063,0.420364,91200
1973-05-14,0.000000,2.398438,2.320313,2.351563,0.409480,321600
1973-05-15,0.000000,2.367188,2.328125,2.359375,0.410840,148800
1973-05-16,0.000000,2.421875,2.406250,2.421875,0.421724,203200
1973-05-17,0.000000,2.421875,2.398438,2.398438,0.417643,57600
1973-05-18,0.000000,2.390625,2.375000,2.375000,0.413562,104000
1973-05-21,0.000000,2.375000,2.351563,2.367188,0.412201,148800
1973-05-22,0.000000,2.335938,2.296875,2.320313,0.404039,281600
1973-05-23,0.000000,2.343750,2.304688,2.304688,0.401318,96000
1973-05-24,0.000000,2.367188,2.312500,2.351563,0.409480,136000
1973-05-25,0.000000,2.406250,2.351563,2.390625,0.416282,225600
1973-05-29,0.000000,2.406250,2.382813,2.406250,0.419003,91200
1973-05-30,0.000000,2.453125,2.406250,2.406250,0.419003,150400
1973-05-31,0.000000,2.421875,2.375000,2.406250,0.419003,241600
1973-06-01,0.000000,2.421875,2.382813,2.382813,0.414922,164800
1973-06-04,0.000000,2.382813,2.343750,2.359375,0.410840,72000
1973-06-05,0.000000,2.390625,2.359375,2.390625,0.416282,81600
1973-06-06,0.000000,2.421875,2.390625,2.390625,0.416282,420800
1973-06-07,0.000000,2.421875,2.398438,2.421875,0.421724,107200
1973-06-08,0.000000,2.421875,2.390625,2.390625,0.416282,204800
1973-06-11,0.000000,2.414063,2.390625,2.398438,0.417643,254400
