Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,26.250000,28.125000,25.781250,27.250000,19.664431,1505700
1999-02-01,27.375000,27.984375,26.187500,27.281250,19.686981,725000
1999-03-01,27.218750,28.656250,26.906250,28.000000,20.205652,513100
1999-04-01,28.000000,30.593750,27.656250,29.000000,20.927290,522900
1999-05-01,29.343750,30.093750,27.734375,28.109375,20.284576,272400
1999-06-01,27.968750,29.468750,27.781250,29.343750,21.175346,168000
1999-07-01,29.218750,30.031250,28.468750,28.468750,20.543917,241700
1999-08-01,28.500000,28.656250,26.687500,27.187500,19.619320,407700
1999-09-01,27.062500,28.421875,26.218750,26.812500,19.348719,168500
1999-10-01,26.765625,28.500000,25.328125,28.171875,20.329689,319900
1999-11-01,28.296875,29.656250,27.671875,28.500000,20.566471,317800
1999-12-01,28.468750,30.890625,28.375000,30.890625,22.291615,2852900
2000-01-01,31.000000,32.937500,29.156250,30.109375,21.854998,1869900
2000-02-01,30.218750,31.812500,27.000000,28.140625,20.425976,1110800
2000-03-01,28.265625,31.359375,27.218750,30.671875,22.263294,2289900
2000-04-01,30.921875,31.125000,27.140625,30.312500,22.002434,253600
2000-05-01,30.406250,30.562500,27.968750,29.500000,21.412680,511400
2000-06-01,29.562500,30.500000,28.906250,29.562500,21.458052,1862700
2000-07-01,29.250000,30.437500,28.625000,29.125000,21.140478,523000
2000-08-01,29.031250,30.656250,29.031250,30.156250,21.889017,354500
2000-09-01,30.031250,30.281250,28.000000,29.062500,21.095116,2885000
2000-10-01,29.250000,30.468750,25.187500,29.500000,21.412680,294700
2000-11-01,29.546875,30.375000,26.375000,26.812500,19.461950,331100
2000-12-01,26.875000,28.812500,25.968750,27.250000,19.779510,397700
2001-01-01,27.000000,30.250000,26.140625,29.219999,21.213266,1071600
2001-02-01,29.500000,29.850000,27.790001,28.660000,20.806721,936100
2001-03-01,28.530001,28.840000,24.549999,26.820000,19.470905,419800
2001-04-01,26.950001,29.260000,25.700001,28.799999,20.912172,8234700
2001-05-01,28.889999,30.809999,28.330000,29.900000,21.710894,397900
2001-06-01,29.799999,30.180000,28.450001,29.549999,21.456766,366300
2001-07-01,29.549999,29.860001,27.889999,28.959999,21.037052,258400
2001-08-01,28.850000,29.299999,27.160000,27.490000,19.969221,590800
2001-09-01,27.450001,28.010000,21.000000,23.500000,17.070814,2230800
2001-10-01,23.500000,24.850000,23.059999,23.620001,17.165037,592600
2001-11-01,23.469999,26.799999,23.469999,26.360001,19.156242,1248100
2001-12-01,26.200001,28.030001,26.139999,26.950001,19.585005,939200
2002-01-01,27.200001,28.100000,25.850000,26.750000,19.474110,2801500
2002-02-01,27.049999,28.200001,26.049999,27.980000,20.369560,843000
2002-03-01,28.049999,30.100000,27.910000,29.590000,21.541641,1213900
2002-04-01,29.100000,30.510000,28.700001,29.410000,21.420166,2263800
2002-05-01,29.500000,30.500000,29.000000,29.820000,21.718788,1439900
2002-06-01,29.950001,29.969999,26.549999,27.680000,20.160162,2091600
2002-07-01,27.500000,27.500000,21.650000,26.879999,19.582413,1568000
2002-08-01,26.700001,28.620001,24.809999,27.139999,19.771826,1350200
2002-09-01,26.799999,27.549999,25.000000,25.379999,18.489645,1839700
2002-10-01,25.660000,28.139999,25.000000,26.860001,19.628656,5216700
2002-11-01,26.600000,28.219999,26.600000,27.690001,20.235199,2369800
2002-12-01,27.850000,27.850000,25.799999,26.549999,19.402115,1749800
2003-01-01,26.750000,27.900000,25.520000,26.459999,19.408712,2795100
2003-02-01,26.549999,26.629999,24.660000,25.870001,18.975950,1641900
2003-03-01,26.000000,27.420000,24.879999,26.719999,19.599422,2838200
2003-04-01,26.879999,28.040001,26.350000,27.600000,20.299614,2643500
2003-05-01,27.680000,28.820000,27.040001,28.170000,20.718859,2523700
2003-06-01,28.400000,31.110001,27.930000,29.330000,21.572027,3054900
2003-07-01,29.100000,30.100000,28.620001,28.889999,21.309347,1985600
2003-08-01,28.750000,28.750000,27.410000,27.820000,20.520115,2675700
2003-09-01,27.820000,29.260000,27.660000,27.809999,20.512745,3235500
2003-10-01,28.000000,28.850000,27.440001,28.000000,20.714081,3382000
2003-11-01,28.150000,29.250000,27.309999,28.600000,21.157953,4153500
2003-12-01,28.850000,30.180000,28.719999,30.150000,22.304623,4283000
2004-01-01,30.200001,31.299999,30.049999,30.980000,22.998493,5137700
2004-02-01,31.049999,31.980000,30.940001,31.309999,23.243469,6966600
2004-03-01,31.370001,31.799999,29.040001,29.930000,22.219015,5067100
2004-04-01,30.000000,31.600000,30.000000,30.860001,22.966581,7039200
2004-05-01,31.000000,31.459999,29.870001,30.760000,22.892153,8290300
2004-06-01,30.760000,31.440001,30.170000,30.559999,22.743315,5796700
2004-07-01,30.600000,30.620001,28.260000,28.920000,21.582737,6123900
2004-08-01,28.920000,29.610001,27.750000,29.389999,21.933500,10740900
2004-09-01,29.450001,30.379999,28.650000,28.790001,21.485722,15345800
2004-10-01,28.790001,30.000000,26.700001,28.150000,21.070923,8422000
