Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,32.656250,37.843750,32.000000,37.812500,29.127096,14408300
1999-02-01,38.156250,38.375000,33.343750,34.062500,26.238462,37772500
1999-03-01,33.625000,37.812500,32.875000,36.593750,28.188299,24454200
1999-04-01,37.500000,39.562500,34.125000,36.812500,28.356808,14803300
1999-05-01,37.000000,39.281250,35.375000,36.937500,28.453094,8576500
1999-06-01,36.984375,40.625000,35.468750,40.484375,31.185263,7156600
1999-07-01,40.656250,44.000000,39.718750,40.015625,30.824181,7672000
1999-08-01,39.812500,42.687500,37.937500,41.421875,31.907400,9005300
1999-09-01,41.718750,43.937500,40.062500,41.250000,31.775015,10105600
1999-10-01,41.062500,43.203125,38.468750,42.500000,32.737907,13624600
1999-11-01,42.625000,49.000000,42.140625,46.671875,35.951519,9600500
1999-12-01,46.500000,55.000000,46.500000,53.875000,41.500114,12957600
2000-01-01,55.625000,55.625000,47.875000,50.562500,38.949261,26007000
2000-02-01,50.515625,56.500000,50.031250,55.875000,43.041546,14345000
2000-03-01,56.000000,65.437500,55.875000,60.562500,46.652428,25334100
2000-04-01,59.812500,60.750000,47.250000,55.000000,42.367535,19069700
2000-05-01,55.812500,56.250000,44.687500,49.281250,37.962280,10430200
2000-06-01,50.250000,56.984375,49.937500,54.187500,41.741665,7453200
2000-07-01,54.062500,57.750000,49.843750,51.312500,39.526981,4436200
2000-08-01,51.250000,56.656250,48.843750,56.531250,43.547081,4197800
2000-09-01,57.031250,57.187500,46.312500,46.375000,35.723526,6812600
2000-10-01,47.062500,47.437500,39.500000,43.718750,33.677376,10161600
2000-11-01,43.250000,44.656250,33.765625,34.750000,26.768572,9777200
2000-12-01,35.750000,39.375000,29.625000,31.312500,24.120607,31240300
2001-01-01,31.437500,39.062500,29.140625,37.299999,28.732880,18885300
2001-02-01,37.419998,37.650002,27.590000,28.010000,21.576622,16537600
2001-03-01,27.650000,30.209999,24.299999,24.799999,19.103909,20568600
2001-04-01,24.950001,32.000000,21.850000,28.809999,22.192884,21948800
2001-05-01,28.799999,31.190001,27.170000,27.629999,21.283903,17379100
2001-06-01,27.900000,29.690001,25.480000,28.170000,21.699875,8168200
2001-07-01,27.900000,28.510000,25.049999,26.219999,20.197758,9975700
2001-08-01,26.700001,27.500000,22.570000,23.020000,17.732733,8981300
2001-09-01,22.510000,23.500000,17.620001,19.250000,14.828638,16882100
2001-10-01,19.150000,22.870001,18.670000,21.350000,16.446297,24246700
2001-11-01,21.500000,25.150000,21.120001,24.540001,18.903622,40367900
2001-12-01,24.250000,26.299999,23.850000,24.000000,18.487640,43101100
2002-01-01,24.400000,26.320000,22.440001,23.740000,18.287361,39620000
2002-02-01,23.549999,23.809999,20.070000,20.650000,15.907083,24471500
2002-03-01,20.920000,23.559999,20.900000,21.670000,16.692810,20394600
2002-04-01,21.520000,22.049999,18.549999,19.049999,14.674572,19880900
2002-05-01,18.950001,20.129999,17.270000,18.260000,14.066020,25307800
2002-06-01,18.270000,18.420000,14.500000,15.820000,12.186442,15849700
2002-07-01,15.780000,16.299999,12.900000,14.320000,11.030961,22291700
2002-08-01,14.170000,15.840000,12.760000,14.200000,10.938524,17595400
2002-09-01,13.850000,14.700000,11.720000,11.830000,9.112869,19703100
2002-10-01,11.940000,15.050000,11.400000,14.760000,11.369903,30753800
2002-11-01,14.600000,17.299999,14.440000,17.100000,13.172453,26949300
2002-12-01,17.600000,17.799999,14.720000,14.800000,11.400718,33608900
2003-01-01,14.900000,16.900000,14.130000,14.450000,11.161150,26907000
2003-02-01,14.430000,14.950000,13.750000,14.520000,11.215220,12794900
2003-03-01,14.550000,15.610000,13.420000,14.300000,11.045293,20061100
2003-04-01,14.350000,15.940000,14.330000,15.610000,12.057134,17244100
2003-05-01,15.570000,17.030001,15.460000,16.950001,13.092148,18973800
2003-06-01,17.000000,17.900000,16.730000,17.070000,13.184840,20078500
2003-07-01,16.910000,18.450001,16.770000,17.600000,13.594205,14063500
2003-08-01,17.570000,18.639999,16.900000,18.440001,14.243022,8531800
2003-09-01,18.650000,19.620001,18.209999,18.280001,14.119438,8798100
2003-10-01,18.420000,19.950001,18.299999,19.620001,15.154459,9977400
2003-11-01,19.780001,20.290001,19.110001,19.900000,15.370727,6745700
2003-12-01,20.000000,20.530001,19.379999,20.379999,15.741480,10697700
2004-01-01,20.459999,22.240000,20.379999,21.250000,16.529411,19471800
2004-02-01,21.350000,21.559999,20.420000,20.709999,16.109367,13148900
2004-03-01,20.740000,21.219999,19.260000,20.160000,15.681548,15745000
2004-04-01,20.280001,21.100000,19.389999,19.389999,15.082605,10289500
2004-05-01,19.520000,20.150000,19.080000,20.150000,15.673769,8716100
2004-06-01,19.910000,20.770000,19.740000,20.700001,16.101591,10692600
