Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,18.810926,20.359465,18.455524,19.369415,12.354716,2532783
1999-02-01,19.445574,20.207150,17.922421,19.674046,12.549025,2873526
1999-03-01,19.597889,21.374899,19.509037,20.257919,12.921445,3843552
1999-04-01,20.207150,22.441105,20.105604,21.679529,13.864920,3276677
1999-05-01,21.603371,22.161860,19.800976,20.372156,13.028811,4068459
1999-06-01,20.257919,21.374899,19.623274,21.197197,13.556456,2575130
1999-07-01,21.247969,21.806458,19.877132,19.902517,12.763779,2872910
1999-08-01,20.004063,20.956032,18.404753,19.026707,12.202108,4857159
1999-09-01,19.115557,19.699430,17.465475,17.973192,11.526469,6959583
1999-10-01,17.833570,21.247969,16.957758,20.765638,13.361847,12254853
1999-11-01,20.714867,21.755686,19.521730,19.851748,12.773798,7378123
1999-12-01,19.648661,20.638708,18.455524,19.305950,12.422590,18114536
2000-01-01,19.267872,19.559809,17.440088,18.734768,12.099311,10665261
2000-02-01,18.836311,18.874392,15.967709,16.729284,10.804124,10371791
2000-03-01,16.754671,20.461006,15.815394,19.712124,12.730514,18609520
2000-04-01,20.130991,20.956032,17.973192,19.902517,12.900630,10647535
2000-05-01,18.988626,20.461006,18.404753,20.346771,13.188597,6637187
2000-06-01,20.448315,22.060316,19.014013,19.293259,12.505713,11621625
2000-07-01,19.293259,21.400284,19.140942,20.994110,13.655211,5679712
2000-08-01,21.108347,23.253452,21.019497,23.126522,15.042202,5252681
2000-09-01,23.151909,24.065800,22.034931,23.558083,15.322901,13305757
2000-10-01,23.532698,24.065800,20.207150,23.354996,15.236722,22417618
2000-11-01,23.151909,23.735785,20.917953,22.161860,14.458324,21317968
2000-12-01,22.314175,24.421202,21.704914,23.964256,15.634204,26064210
2001-01-01,24.040415,24.903534,22.745735,23.907393,15.654788,28695349
2001-02-01,24.004873,24.272949,21.267262,22.298944,14.601556,13817607
2001-03-01,22.136475,23.103168,18.992689,21.559708,14.117499,19339504
2001-04-01,21.332251,23.549959,20.186840,22.339561,14.676567,35840441
2001-05-01,22.266451,23.826159,22.225834,23.322502,15.322331,8610352
2001-06-01,23.192526,23.704306,22.047115,23.070675,15.156882,16122777
2001-07-01,23.192526,23.428106,21.868401,22.851339,15.068045,17290135
2001-08-01,22.891958,23.135662,21.194151,21.340374,14.071723,15870300
2001-09-01,21.210398,21.649067,17.181154,20.048740,13.220035,18662825
2001-10-01,19.975630,20.796101,19.333876,19.764420,13.090529,32654614
2001-11-01,19.813160,21.803411,19.415110,21.047930,13.940639,10416600
2001-12-01,20.836718,21.665314,20.641754,21.364744,14.150476,16750094
2002-01-01,21.242891,21.925264,19.943136,21.121040,14.050063,62117739
2002-02-01,21.080421,21.080421,19.577579,20.755484,13.806879,97549981
2002-03-01,20.917953,22.591389,20.755484,22.055241,14.671501,69121634
2002-04-01,21.852154,22.461412,21.202274,21.494720,14.346244,39751454
2002-05-01,21.608448,22.258327,20.495531,21.429731,14.302865,33167572
2002-06-01,21.462227,21.600325,19.431356,20.422421,13.630556,50910344
2002-07-01,20.292444,20.495531,15.109667,18.724613,12.552894,91269418
2002-08-01,18.594639,19.788790,17.067425,19.073923,12.787066,59990571
2002-09-01,18.683996,18.992689,16.238831,16.791227,11.256756,40836702
2002-10-01,16.937449,18.846466,15.044679,18.326565,12.352201,92551874
