Date,Open,Close
1/1/1999,24.59375,24.296875
2/1/1999,24.5,24.515625
3/1/1999,24.46875,24.9375
4/1/1999,24.96875,28.6875
5/1/1999,28.578125,28.125
6/1/1999,28.125,29.8125
7/1/1999,29.578125,28.71875
8/1/1999,28.90625,28.953125
9/1/1999,29.046875,28.75
10/1/1999,28.53125,28.125
11/1/1999,28.015625,27.5
12/1/1999,27.5625,29.609375
1/1/2000,29.484375,27.1875
2/1/2000,27.15625,25.6875
3/1/2000,25.703125,29.203125
4/1/2000,29.3125,29.625
5/1/2000,29.734375,29.5
6/1/2000,29.546875,28.28125
7/1/2000,28.40625,28.71875
8/1/2000,28.828125,31.5625
9/1/2000,31.75,30.5625
10/1/2000,30.28125,31.25
11/1/2000,31.4375,30.1875
12/1/2000,30.46875,31.25
1/1/2001,31.21875,31.370001
2/1/2001,31.299999,29.49
3/1/2001,29.280001,26.59
4/1/2001,26.59,29.629999
5/1/2001,29.459999,30.870001
6/1/2001,30.9,28.9
7/1/2001,28.950001,28.84
8/1/2001,29.1,27.85
9/1/2001,27.719999,23.67
10/1/2001,23.700001,24.09
11/1/2001,24.15,26.5
12/1/2001,26.370001,27.700001
1/1/2002,27.6,25.950001
2/1/2002,25.940001,26.6
3/1/2002,26.799999,27.24
4/1/2002,26.98,25.360001
5/1/2002,25.299999,25.469999
6/1/2002,25.6,23.85
7/1/2002,23.969999,22.5
8/1/2002,22.43,22.15
9/1/2002,21.76,19.52
10/1/2002,19.639999,20.48
11/1/2002,20.379999,21.549999
12/1/2002,21.85,20.59
1/1/2003,20.83,19.48
2/1/2003,19.68,19.18
3/1/2003,19.389999,19.309999
4/1/2003,19.450001,21.4
5/1/2003,21.4,21.98
6/1/2003,22.200001,22.389999
7/1/2003,22.219999,23.129999
8/1/2003,23.15,24.030001
9/1/2003,24.4,23.290001
10/1/2003,23.4,24.73
11/1/2003,24.879999,25.219999
12/1/2003,25.4,26.76
1/1/2004,27,27.030001
2/1/2004,26.83,26.83
3/1/2004,26.860001,26.41
4/1/2004,26.530001,26.4
5/1/2004,26.35,27.049999
6/1/2004,26.9,28.66
7/1/2004,28.780001,27.860001
8/1/2004,27.76,27.879999
9/1/2004,27.950001,28.379999
10/1/2004,28.200001,28.67
11/1/2004,28.73,30.469999
12/1/2004,30.6,31.07
1/1/2005,31.25,30.200001
2/1/2005,30.299999,30.549999
3/1/2005,30.700001,30.43
4/1/2005,30.51,29.32
5/1/2005,29.49,30.25
6/1/2005,30.42,29.379999
7/1/2005,29.6,30.5
8/1/2005,30.58,29.780001
9/1/2005,29.41,30.16
10/1/2005,30.26,29.73
11/1/2005,29.85,31.459999
12/1/2005,31.690001,31.42
1/1/2006,31.17,31.51
2/1/2006,31.41,32.490002
3/1/2006,32.650002,33.799999
4/1/2006,34.009998,34.529999
5/1/2006,34.450001,33.939999
6/1/2006,33.860001,33.810001
7/1/2006,33.919998,31.889999
8/1/2006,31.66,32.25
9/1/2006,32.439999,33.34
10/1/2006,33.59,34.279999
11/1/2006,34.41,35.119999
12/1/2006,35.009998,35.009998
1/1/2007,35.130001,35.740002
2/1/2007,35.950001,35.34
3/1/2007,34.869999,35.549999
4/1/2007,35.639999,37.200001
5/1/2007,37.439999,39.130001
6/1/2007,39.380001,39.040001
7/1/2007,39.07,39.41
8/1/2007,39.200001,39.419998
9/1/2007,39.360001,41.080002
10/1/2007,41.060001,40.549999
11/1/2007,40,39.400002
12/1/2007,39.650002,39.16
1/1/2008,39.049999,37
2/1/2008,37.349998,36.25
3/1/2008,36,37.400002
4/1/2008,37.68,38.5
5/1/2008,38.27,38.84
6/1/2008,38.669998,34.009998
7/1/2008,33.5,34.279999
8/1/2008,34.599998,35.220001
9/1/2008,35.759998,30.799999
10/1/2008,30.309999,25.18
11/1/2008,25.09,23.110001
12/1/2008,22.780001,23.42
1/1/2009,23.52,20.610001
2/1/2009,20.299999,17.1
3/1/2009,16.889999,18.43
4/1/2009,18.26,21.76
5/1/2009,21.780001,22.49
6/1/2009,22.969999,21.959999
7/1/2009,21.76,23.879999
8/1/2009,24.190001,25.02
9/1/2009,24.959999,26.34
10/1/2009,26.129999,25.290001
11/1/2009,25.41,27.51
12/1/2009,27.870001,27.790001
1/1/2010,28.09,27.379999
2/1/2010,27.690001,28.84
3/1/2010,28.959999,31.24
4/1/2010,31.51,32.57
5/1/2010,32.59,29.6
6/1/2010,29.309999,27.43
7/1/2010,27.4,30.290001
8/1/2010,30.709999,28.190001
9/1/2010,28.610001,31.280001
10/1/2010,31.540001,32.18
11/1/2010,32.310001,32.610001
12/1/2010,33.110001,34.869999
1/1/2011,35.049999,36.240002
