Date,Open,Close
1/1/1999,30.015625,29.484375
2/1/1999,29.65625,28.671875
3/1/1999,28.4375,26.6875
4/1/1999,26.796875,29.265625
5/1/1999,29.359375,29.609375
6/1/1999,29.515625,30.640625
7/1/1999,30.796875,30.734375
8/1/1999,30.78125,29.265625
9/1/1999,29.0625,29.78125
10/1/1999,29.59375,29.9375
11/1/1999,30,28.953125
12/1/1999,28.90625,28.140625
1/1/2000,28.9375,27.640625
2/1/2000,27.59375,24.28125
3/1/2000,25.15625,26.734375
4/1/2000,26.640625,28.484375
5/1/2000,28.234375,28.421875
6/1/2000,28.328125,27.25
7/1/2000,27.90625,27.671875
8/1/2000,27.859375,28.75
9/1/2000,28.984375,32.28125
10/1/2000,31.984375,34.15625
11/1/2000,34.28125,34.140625
12/1/2000,34,33.1875
1/1/2001,32.9375,31.32
2/1/2001,31.450001,31.969999
3/1/2001,31.799999,31.290001
4/1/2001,31.290001,32.799999
5/1/2001,33,33.029999
6/1/2001,32.700001,31.15
7/1/2001,31,30.870001
8/1/2001,30.700001,29.77
9/1/2001,29.9,29.26
10/1/2001,29.209999,27.719999
11/1/2001,28,27.370001
12/1/2001,27.23,28.030001
1/1/2002,27.9,27.02
2/1/2002,27.25,26.969999
3/1/2002,27.25,28.18
4/1/2002,27.9,26.469999
5/1/2002,26.309999,26.25
6/1/2002,26.190001,24.25
7/1/2002,24.370001,20.68
8/1/2002,20.799999,21.5
9/1/2002,21.549999,18.67
10/1/2002,18.889999,18.24
11/1/2002,18.139999,18.77
12/1/2002,18.85,19.15
1/1/2003,19.379999,18.700001
2/1/2003,18.799999,17.700001
3/1/2003,17.9,18.4
4/1/2003,18.51,19.99
5/1/2003,20,22.01
6/1/2003,22.299999,22.120001
7/1/2003,21.99,20.639999
8/1/2003,20.76,21.049999
9/1/2003,20.969999,21.9
10/1/2003,21.969999,22.049999
11/1/2003,22.17,22.1
12/1/2003,22.190001,23.33
1/1/2004,23.4,23.809999
2/1/2004,23.99,24.26
3/1/2004,24.459999,24.32
4/1/2004,24.370001,23.280001
5/1/2004,23.49,23.559999
6/1/2004,23.59,23.76
7/1/2004,23.870001,24.120001
8/1/2004,24.209999,25.1
9/1/2004,25.129999,25.049999
10/1/2004,25.059999,26.27
11/1/2004,26.42,27.440001
12/1/2004,27.299999,27.85
1/1/2005,27.799999,28.440001
2/1/2005,28.5,29.049999
3/1/2005,29.1,29.15
4/1/2005,29.4,30.049999
5/1/2005,30.219999,30.030001
6/1/2005,30.139999,31.559999
7/1/2005,31.709999,32.27
8/1/2005,32.450001,32.48
9/1/2005,32.400002,33.599998
10/1/2005,33.799999,31.450001
11/1/2005,31.549999,31.4
12/1/2005,31.459999,31.389999
1/1/2006,31.59,32.150002
2/1/2006,32.290001,32.57
3/1/2006,32.279999,30.83
4/1/2006,30.98,31.32
5/1/2006,31.34,31.83
6/1/2006,31.709999,32.290001
7/1/2006,32.400002,33.84
8/1/2006,33.84,34.77
9/1/2006,34.919998,33.990002
10/1/2006,34.189999,35.790001
11/1/2006,35.939999,36.740002
12/1/2006,36.740002,36.720001
1/1/2007,36.41,36.59
2/1/2007,36.650002,38.529999
3/1/2007,38.220001,39.700001
4/1/2007,39.810001,41.650002
5/1/2007,41.639999,41.84
6/1/2007,41.900002,39.580002
7/1/2007,39.880001,38
8/1/2007,37.889999,38.599998
9/1/2007,38.77,39.799999
10/1/2007,40.09,42.450001
11/1/2007,41.91,42.73
12/1/2007,43.439999,42.330002
1/1/2008,42.150002,39.220001
2/1/2008,39.490002,37.610001
3/1/2008,37.599998,37.939999
4/1/2008,38.25,39.880001
5/1/2008,40.099998,41.310001
6/1/2008,41.349998,40.700001
7/1/2008,40.310001,38.080002
8/1/2008,38.34,37.66
9/1/2008,38.580002,33.23
10/1/2008,33.330002,28.91
11/1/2008,29.459999,30.120001
12/1/2008,29.76,29.030001
1/1/2009,29.34,28.98
2/1/2009,28.65,25.35
3/1/2009,25.030001,25.549999
4/1/2009,25.219999,25.85
5/1/2009,26.15,26.77
6/1/2009,26.969999,27.889999
7/1/2009,27.9,28.940001
8/1/2009,29.07,29.23
9/1/2009,29.120001,29.33
10/1/2009,29.360001,28.389999
11/1/2009,28.51,29.76
12/1/2009,29.98,31.02
1/1/2010,31.280001,29.530001
2/1/2010,29.559999,29.139999
3/1/2010,29.24,29.66
4/1/2010,29.799999,30.440001
5/1/2010,30.559999,28.76
6/1/2010,28.6,28.26
7/1/2010,28.209999,30.370001
8/1/2010,30.780001,30.809999
9/1/2010,31.049999,31.379999
10/1/2010,31.41,31.719999
11/1/2010,31.84,30.76
12/1/2010,31.1,31.34
1/1/2011,31.469999,31.719999
2/1/2011,31.889999,32.110001
3/1/2011,32,31.870001
4/1/2011,32.09,33.16
5/1/2011,33.220001,33.869999
6/1/2011,33.84,33.48
7/1/2011,33.48,33.169998
8/1/2011,33.48,33.889999
9/1/2011,33.939999,33.619999
10/1/2011,33.599998,34.849998
11/1/2011,34.349998,35.209999
12/1/2011,35.16,35.98
1/1/2012,36.18,34.68
2/1/2012,34.759998,34.889999
3/1/2012,34.900002,35.040001
4/1/2012,35.029999,35.66
5/1/2012,35.700001,35.860001
6/1/2012,35.59,36.990002
7/1/2012,37.110001,37.919998
8/1/2012,38,36.349998
9/1/2012,36.290001,36.389999
10/1/2012,36.43,36.900002
11/1/2012,37.049999,35.32
12/1/2012,35.349998,34.919998
1/1/2013,35.360001,36.580002
2/1/2013,36.700001,37.43
3/1/2013,37.290001,39.099998
4/1/2013,39.099998,41.43
5/1/2013,41.369999,37.68
6/1/2013,37.689999,37.630001
7/1/2013,37.619999,39.259998
8/1/2013,39.349998,37.299999
9/1/2013,37.450001,37.369999
10/1/2013,37.490002,38.779999
11/1/2013,38.82,38.029999
12/1/2013,38.080002,37.970001
1/1/2014,37.919998,39.099998
2/1/2014,39.18,40.450001
3/1/2014,40.290001,41.459999
4/1/2014,41.48,43.209999
5/1/2014,43.209999,42.740002
6/1/2014,42.619999,44.259998
7/1/2014,44.209999,41.25
8/1/2014,41.119999,43.279999
9/1/2014,43.220001,42.09
10/1/2014,42.27,45.470001
11/1/2014,45.52,46
12/1/2014,45.91,47.220001
1/1/2015,47.669998,48.32
2/1/2015,48.310001,45.23
3/1/2015,45.200001,44.43
4/1/2015,44.299999,44.220001
5/1/2015,44.119999,44.5
6/1/2015,44.619999,41.459999
7/1/2015,41.509998,43.990002
8/1/2015,44.049999,42.459999
9/1/2015,42,43.290001
10/1/2015,43.389999,43.75
11/1/2015,43.720001,42.82
12/1/2015,42.919998,43.279999
1/1/2016,43.029999,45.419998
2/1/2016,45.209999,46.299999
3/1/2016,46.540001,49.619999
4/1/2016,49.419998,48.419998
5/1/2016,48.450001,49.150002
6/1/2016,49.139999,52.470001
7/1/2016,52.759998,52.119999
8/1/2016,51.990002,49.23
9/1/2016,49.099998,48.990002
10/1/2016,49.009998,49.43
11/1/2016,49.290001,46.75
12/1/2016,46.360001,48.57
1/1/2017,48.5,49.18
2/1/2017,48.919998,51.77
3/1/2017,51.029999,51.310001
4/1/2017,51.310001,51.700001
5/1/2017,51.82,53.84
6/1/2017,53.700001,51.959999
7/1/2017,52.040001,53.220001
8/1/2017,53.299999,54.970001
9/1/2017,55.049999,53.049999
10/1/2017,53.02,55.119999
11/1/2017,55.209999,56.599998
12/1/2017,56.790001,52.68
1/1/2018,52.669998,51.040001
2/1/2018,50.98,49.060001
3/1/2018,49.16,50.529999
4/1/2018,50.619999,51.560001
5/1/2018,51.560001,50.990002
6/1/2018,50.860001,51.959999
7/1/2018,51.990002,52.790001
8/1/2018,52.490002,53.470001
9/1/2018,53.529999,52.650002
10/1/2018,52.490002,53.689999
11/1/2018,53.77,55.59
12/1/2018,55.41,52.919998
1/1/2019,52.709999,54.759998
2/1/2019,54.529999,57.009998
3/1/2019,57.029999,58.169998
4/1/2019,58.169998,58.709999
5/1/2019,58.540001,58.25
6/1/2019,58.439999,59.630001
7/1/2019,59.669998,59.549999
8/1/2019,59.450001,62.580002
9/1/2019,62.560001,64.739998
10/1/2019,64.519997,64.25
11/1/2019,64.290001,63.049999
12/1/2019,62.75,64.620003
1/1/2020,64.730003,68.980003
2/1/2020,69.089996,62.18
3/1/2020,62.5,55.41
4/1/2020,53.220001,57.259998
5/1/2020,56.59,59.689999
6/1/2020,59.669998,56.43
7/1/2020,56.48,60.830002
8/1/2020,60.790001,59.25
9/1/2020,59.060001,59.380001
10/1/2020,59.529999,62.380001
11/1/2020,63.23,62.84
12/1/2020,63.310001,62.700001
1/1/2021,62.810001,62.150002
2/1/2021,62.549999,58.360001
3/1/2021,59.099998,64.040001
4/1/2021,63.939999,66.720001
5/1/2021,66.870003,65.160004
6/1/2021,65.309998,63.23
7/1/2021,63.349998,65.970001
8/1/2021,66.120003,68.540001
9/1/2021,68.730003,63.880001
10/1/2021,64.269997,67.309998
