Date,Open,Close
1/1/1999,27.375,26.796875
2/1/1999,26.984375,26.515625
3/1/1999,26.421875,26.4375
4/1/1999,26.71875,25.515625
5/1/1999,25.75,25.25
6/1/1999,25.296875,25.59375
7/1/1999,25.671875,24.640625
8/1/1999,24.671875,25.0625
9/1/1999,24.984375,22.75
10/1/1999,22.8125,24.828125
11/1/1999,25.0625,24.90625
12/1/1999,24.734375,23.03125
1/1/2000,23.125,23.234375
2/1/2000,23.046875,20.515625
3/1/2000,20.421875,21.21875
4/1/2000,21.625,22.34375
5/1/2000,22.5,23.9375
6/1/2000,24.171875,25.234375
7/1/2000,25.078125,24.3125
8/1/2000,24.421875,24.015625
9/1/2000,24.0625,24.984375
10/1/2000,24.828125,26.71875
11/1/2000,26.75,27.640625
12/1/2000,27.53125,28.5625
1/1/2001,28.625,26.48
2/1/2001,26.620001,26.639999
3/1/2001,26.639999,24.719999
4/1/2001,24.799999,25.200001
5/1/2001,25.309999,25.57
6/1/2001,25.6,24.309999
7/1/2001,24.629999,25.049999
8/1/2001,25.25,25.17
9/1/2001,25.200001,25.059999
10/1/2001,25.200001,24.9
11/1/2001,25.129999,26
12/1/2001,26,25.4
1/1/2002,25.200001,25.23
2/1/2002,25.51,25.76
3/1/2002,25.92,26.1
4/1/2002,25.98,25.129999
5/1/2002,25.17,24.85
6/1/2002,24.9,22.25
7/1/2002,22.299999,21.299999
8/1/2002,21.200001,21.469999
9/1/2002,21.25,19.790001
10/1/2002,19.889999,20.559999
11/1/2002,20.5,19.99
12/1/2002,20.1,19.940001
1/1/2003,20.01,19.26
2/1/2003,19.34,18.67
3/1/2003,18.77,18.57
4/1/2003,18.35,19.120001
5/1/2003,19.07,20.059999
6/1/2003,20.200001,20.16
7/1/2003,20.01,20.129999
8/1/2003,19.959999,20.469999
9/1/2003,20.440001,20.32
10/1/2003,20.34,21.24
11/1/2003,21.34,21.49
12/1/2003,21.41,21.780001
1/1/2004,21.75,21.780001
2/1/2004,21.780001,23.02
3/1/2004,23.120001,22.879999
4/1/2004,22.83,23.18
5/1/2004,23.299999,23.049999
6/1/2004,23.049999,23.09
