Date,Open,Close
1/1/1999,26.15625,27.46875
2/1/1999,27.59375,27.296875
3/1/1999,27.21875,28.59375
4/1/1999,28.75,29.34375
5/1/1999,29.40625,28.015625
6/1/1999,28.0625,29.78125
7/1/1999,29.5625,27.5625
8/1/1999,27.65625,26.5
9/1/1999,26.640625,26.078125
10/1/1999,26.21875,28.390625
11/1/1999,28.5,28.40625
12/1/1999,28.75,31.0625
1/1/2000,31,27.203125
2/1/2000,27.4375,25.6875
3/1/2000,25.703125,29.265625
4/1/2000,29.65625,28.65625
5/1/2000,28.78125,27.109375
6/1/2000,27,25.59375
7/1/2000,25.6875,26
8/1/2000,26.125,24.921875
9/1/2000,24.8125,24.890625
10/1/2000,24.875,24.578125
11/1/2000,24.75,23.96875
12/1/2000,24.15625,25.59375
1/1/2001,25.78125,28.57
2/1/2001,28.5,26.530001
3/1/2001,26.52,26.09
4/1/2001,25.84,27.299999
5/1/2001,27.4,27.950001
6/1/2001,27.700001,27.67
7/1/2001,27.639999,28.9
8/1/2001,28.799999,26.370001
9/1/2001,26.440001,22.969999
10/1/2001,23,24.18
11/1/2001,24.08,27.4
12/1/2001,27.15,28.6
1/1/2002,28.85,29.540001
2/1/2002,29.450001,29.700001
3/1/2002,29.700001,30.040001
4/1/2002,29.35,29.200001
5/1/2002,29.25,29.049999
6/1/2002,29,27.469999
7/1/2002,27.469999,24.190001
8/1/2002,24.15,24.92
9/1/2002,24.42,22.67
10/1/2002,22.65,24.200001
11/1/2002,24,25.32
12/1/2002,26.049999,23.110001
1/1/2003,23.33,22.34
2/1/2003,22.35,22.24
3/1/2003,22.4,22.73
4/1/2003,22.73,25.389999
5/1/2003,25.389999,26.74
6/1/2003,27.049999,27.09
7/1/2003,26.85,27.59
8/1/2003,27.65,29
9/1/2003,29.25,27.58
10/1/2003,27.82,30.09
11/1/2003,30.299999,30.360001
12/1/2003,30.6,31.49
1/1/2004,31.620001,31.309999
2/1/2004,31.299999,31.99
3/1/2004,32.080002,31.75
4/1/2004,31.879999,31.389999
5/1/2004,31.35,31.59
6/1/2004,31.450001,31.629999
7/1/2004,31.700001,30.43
8/1/2004,30.43,30.370001
9/1/2004,30.299999,31.200001
10/1/2004,31.209999,32.459999
11/1/2004,32.48,33.82
12/1/2004,33.950001,35.290001
1/1/2005,35.450001,33.779999
2/1/2005,33.82,33.599998
3/1/2005,33.599998,33.16
4/1/2005,33.299999,31.049999
5/1/2005,31.92,32.970001
6/1/2005,33.099998,32.779999
7/1/2005,32.950001,34.639999
8/1/2005,34.700001,33.5
9/1/2005,33.549999,32.490002
10/1/2005,32.599998,31.83
11/1/2005,31.879999,33.099998
12/1/2005,33.25,32.650002
1/1/2006,32.5,33.23
2/1/2006,33.169998,33.470001
3/1/2006,33.52,33.66
4/1/2006,33.810001,34.09
5/1/2006,34.080002,33.52
6/1/2006,33.599998,33.389999
7/1/2006,33.509998,32.279999
8/1/2006,32.23,32.919998
9/1/2006,32.990002,34.950001
10/1/2006,34.93,37.209999
11/1/2006,37.27,37.68
12/1/2006,37.639999,38.360001
1/1/2007,38.57,39.459999
2/1/2007,39.470001,38.279999
3/1/2007,38.240002,38.029999
4/1/2007,38.09,38.93
5/1/2007,38.880001,40.099998
6/1/2007,40.259998,39.330002
7/1/2007,39.400002,37
8/1/2007,37.009998,37.23
9/1/2007,37.029999,36.830002
10/1/2007,36.849998,36.650002
11/1/2007,36.450001,34.650002
12/1/2007,34.869999,32.700001
1/1/2008,32.990002,32.580002
2/1/2008,32.580002,31.32
3/1/2008,31.190001,30.719999
4/1/2008,31.139999,31.450001
5/1/2008,32.23,32.310001
6/1/2008,32.23,28.48
